Pathway,.id,Gene,Class,Description,释义,Number of founder sets,Number of genes
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,IRF5,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,SLAMF7,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,ISOC1,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,P2RY14,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,STAT3,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,NCOA3,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,HLA-A,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,IL6,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,GZMA,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,IFNAR2,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,CD74,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,RAPGEF6,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,CASP4,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,FAS,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,OGFR,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,ARL4A,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,SRI,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,LYSMD2,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,CSF2RB,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,ST3GAL5,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,C1R,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,CASP3,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,CMKLR1,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,NFKBIA,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,METTL7B,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,ST8SIA4,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,XCL1,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,IL2RB,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,VAMP5,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,IL18BP,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,ZNFX1,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,ARID5B,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,APOL6,immune,Interferon gamma response,干扰素 γ,82,200
INTERFERON_GAMMA_RESPONSE,HALLMARK_INTERFERON_GAMMA_RESPONSE,STAT4,immune,Interferon gamma response,干扰素 γ,82,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CDH16,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SPTBN2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,FGFR3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,NOS1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,PDE6B,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SIDT1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,NTF3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SCN10A,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,TAS2R4,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,DTNB,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,HTR1D,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,MAST3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SLC6A3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CLDN8,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,TGM1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,PCDHB1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,THRB,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,YPEL1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,RYR2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,GDNF,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CAMK1D,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,AMBN,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,LFNG,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SERPINA10,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,ALOX12B,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CALCB,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,FGGY,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SPRR3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,ATP6V1B1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,EDN1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,UPK3B,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,GAMT,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,PRODH,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,RYR1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,GPR19,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SLC29A3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,EDN2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,GPRC5C,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,C5,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,ZC2HC1C,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,EDAR,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KCNMB1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,TENT5C,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,STAG3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KRT4,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SLC25A23,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,INSL5,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,GP1BA,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KMT2D,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,ABCG4,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,MYH7,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,BRDT,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,PTGFR,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KCNN1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SELENOP,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,IFI44L,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,PROP1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,LGALS7,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,BMPR1B,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,PDK2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,DCC,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SNCB,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,COL2A1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,UGT2B17,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,NPY4R,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,DLK2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,WNT16,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SLC6A14,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,ITGB1BP2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SLC12A3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,YBX2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CKM,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CPB1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,MAGIX,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,ARHGDIG,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CALML5,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KRT1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,MTHFR,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,ABCB11,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,MYOT,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CELSR2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KLK7,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,THNSL2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CHRNG,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,NR4A2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CD40LG,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KRT13,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,GP2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CD207,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CCR8,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,ZBTB16,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,PRKN,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CPA2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,MEFV,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CCNA1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SLC38A3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KLK8,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CYP39A1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KCNQ2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SLC30A3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CHST2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,ITIH3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,EGF,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,MSH5,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,TEX15,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CLPS,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,ENTPD7,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CLSTN3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CYP11B2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CLDN16,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,HSD11B2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,COQ8A,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,HNF1A,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,FGF22,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,TFCP2L1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,OXT,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KCND1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,MACROH2A2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,NRIP2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,RGS11,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CPEB3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,TG,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,PTPRJ,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,NUDT11,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,FSHB,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,IDUA,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,TNNI3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,GTF3C5,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,TFF2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SSTR4,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,COPZ2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,PDCD1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SLC16A7,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KCNE2,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,MFSD6,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,KLHDC8A,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CNTFR,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,IL5,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,NPHS1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,SCGB1A1,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,CCDC106,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,PAX3,signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
